ticket_id,customer_id,subject,description,category,priority,channel,status,created_at
582,6984,Money back for failed service,"My refund request was approved last week, but the amount has not reached my bank account.",Refund Requests,Medium,phone,open,2026-02-19T03:33:31.802185+00:00
583,8245,Add another team member,The billing contact has changed and I need the account details updated.,Account Management,Medium,chat,in_progress,2026-04-22T06:04:31.802185+00:00
584,1893,Card was charged twice,My credit card was charged two times for the same subscription renewal. Please resolve this as soon as possible.,Payment Issues,Medium,chat,resolved,2026-05-14T14:10:31.802185+00:00
585,8373,Account locked after many attempts,I cannot login even after entering the correct email address and password. Please resolve this as soon as possible.,Login Problems,High,web_portal,open,2026-05-07T07:36:31.802185+00:00
586,9991,Change company profile details,The billing contact has changed and I need the account details updated. This is affecting my work.,Account Management,Low,web_portal,resolved,2026-01-22T09:11:31.802185+00:00
587,1712,Upgrade monthly plan,I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,Subscription Issues,Medium,phone,open,2025-12-17T00:02:31.802185+00:00
588,1136,Invoice amount looks incorrect,My credit card was charged two times for the same subscription renewal. This issue is blocking my team.,Payment Issues,Medium,email,in_progress,2026-02-04T19:40:31.802185+00:00
589,4787,Subscription renewal problem,My subscription renewal failed even though my payment method is active.,Subscription Issues,Low,web_portal,resolved,2025-12-20T04:49:31.802185+00:00
590,4054,Cancel my subscription,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,High,chat,resolved,2026-01-19T15:00:31.802185+00:00
591,6465,Refund status not updated,"I was charged for an order that I cancelled, so I need a refund.",Refund Requests,Medium,web_portal,in_progress,2026-01-20T07:36:31.802185+00:00
592,5953,Upgrade monthly plan,I want to cancel my monthly subscription before the next billing cycle. Please resolve this as soon as possible.,Subscription Issues,Medium,chat,resolved,2026-03-05T20:40:31.802185+00:00
593,5590,Update account email address,I need to invite a new teammate and assign account access permissions. I have already contacted support once.,Account Management,Medium,chat,open,2026-05-27T23:04:31.802185+00:00
594,4726,Remove old phone number,Please help me change the company name and profile information in my account.,Account Management,Medium,web_portal,open,2026-01-21T18:52:31.802185+00:00
595,9883,Dashboard page is loading slowly,Our API integration started failing with timeout errors after the latest update. Please resolve this as soon as possible.,Technical Support,High,chat,open,2026-03-12T02:41:31.802185+00:00
596,6062,Upgrade monthly plan,The free trial expired earlier than expected and I cannot access premium features. This issue is blocking my team.,Subscription Issues,Medium,chat,in_progress,2026-04-14T13:18:31.802185+00:00
597,4016,Unable to access dashboard,The password reset email link has expired and I cannot generate a new one. Please resolve this as soon as possible.,Login Problems,Low,phone,open,2026-01-19T13:58:31.802185+00:00
598,5485,Cancel my subscription,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,High,chat,open,2026-03-19T02:53:31.802185+00:00
599,5372,Card was charged twice,My credit card was charged two times for the same subscription renewal.,Payment Issues,High,chat,resolved,2025-12-29T20:57:31.802185+00:00
600,9230,Password reset link not working,I cannot login even after entering the correct email address and password. Please resolve this as soon as possible.,Login Problems,Low,web_portal,resolved,2026-02-02T13:26:31.802185+00:00
601,4166,Subscription renewal problem,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,Medium,chat,open,2026-04-30T12:25:31.802185+00:00
602,4351,Request refund for duplicate payment,The service did not work as promised and I would like my money back. I have already contacted support once.,Refund Requests,Medium,email,open,2025-12-15T11:05:31.802185+00:00
603,7633,Refund status not updated,I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,Refund Requests,High,email,resolved,2026-04-02T03:25:31.802185+00:00
604,9784,Plan changed without confirmation,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,email,resolved,2026-01-08T21:44:31.802185+00:00
605,9812,Unable to complete payment,"The transaction was deducted from my bank account, but the payment status still says pending.",Payment Issues,High,web_portal,resolved,2026-04-03T00:18:31.802185+00:00
606,5770,Bank transaction succeeded but order failed,"The transaction was deducted from my bank account, but the payment status still says pending. This issue is blocking my team.",Payment Issues,High,web_portal,in_progress,2026-05-23T11:32:31.802185+00:00
607,9470,Add another team member,My old phone number is still attached to the account and I want to remove it. This is affecting my work.,Account Management,Low,chat,in_progress,2025-12-30T16:09:31.802185+00:00
608,9952,Plan changed without confirmation,I want to cancel my monthly subscription before the next billing cycle. This issue is blocking my team.,Subscription Issues,Low,chat,in_progress,2026-01-05T18:15:31.802185+00:00
609,8449,Money back for failed service,I cancelled the subscription within the trial period but have still been charged.,Refund Requests,Medium,email,in_progress,2026-01-04T11:07:31.802185+00:00
610,6946,Change company profile details,I want to update the email address linked to my customer account.,Account Management,Low,email,resolved,2026-02-08T20:22:31.802185+00:00
611,7235,Plan changed without confirmation,The free trial expired earlier than expected and I cannot access premium features. This issue is blocking my team.,Subscription Issues,High,email,open,2026-02-27T23:13:31.802185+00:00
612,7874,Update billing contact,Please help me change the company name and profile information in my account. This is affecting my work.,Account Management,Medium,phone,in_progress,2026-04-20T16:15:31.802185+00:00
613,1057,Plan changed without confirmation,My subscription renewal failed even though my payment method is active. This is affecting my work.,Subscription Issues,Low,phone,open,2026-05-02T11:05:31.802185+00:00
614,4897,Cancel purchase and refund,I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,Refund Requests,High,chat,resolved,2025-12-31T01:10:31.802185+00:00
615,1107,Plan changed without confirmation,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Medium,chat,resolved,2026-01-01T21:31:31.802185+00:00
616,6718,Update billing contact,The billing contact has changed and I need the account details updated. This is affecting my work.,Account Management,Low,email,open,2026-04-28T16:08:31.802185+00:00
617,2784,Bank transaction succeeded but order failed,I cannot add a new payment method because the checkout page keeps rejecting my card. Please resolve this as soon as possible.,Payment Issues,Medium,web_portal,open,2026-05-13T16:20:31.802185+00:00
618,8460,Account locked after many attempts,I can login on mobile but the web dashboard keeps showing an authentication error. This issue is blocking my team.,Login Problems,Medium,phone,open,2026-01-12T11:57:31.802185+00:00
619,2063,Invoice amount looks incorrect,The invoice shows a higher amount than expected for my monthly plan. Please resolve this as soon as possible.,Payment Issues,High,phone,in_progress,2026-05-18T03:25:31.802185+00:00
620,4425,Cannot login to my account,My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,Login Problems,Medium,email,open,2026-01-21T10:51:31.802185+00:00
621,7996,Feature not working after update,The application crashes every time I open the reports page. I have already contacted support once.,Technical Support,High,phone,in_progress,2026-01-01T08:12:31.802185+00:00
622,9132,Feature not working after update,The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,Technical Support,High,web_portal,in_progress,2025-12-28T22:48:31.802185+00:00
623,1392,Unable to access dashboard,The password reset email link has expired and I cannot generate a new one. Please resolve this as soon as possible.,Login Problems,High,web_portal,resolved,2026-06-04T13:58:31.802185+00:00
624,4478,Card was charged twice,I cannot add a new payment method because the checkout page keeps rejecting my card. I have already contacted support once.,Payment Issues,Medium,email,resolved,2026-03-11T06:04:31.802185+00:00
625,6307,Account locked after many attempts,My account is locked because I entered the wrong password several times.,Login Problems,Medium,email,open,2026-01-25T23:14:31.802185+00:00
626,3877,Subscription renewal problem,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,chat,in_progress,2025-12-29T17:01:31.802185+00:00
627,8546,Remove old phone number,My old phone number is still attached to the account and I want to remove it.,Account Management,Medium,phone,in_progress,2026-02-01T12:42:31.802185+00:00
628,9779,Request refund for duplicate payment,"My refund request was approved last week, but the amount has not reached my bank account. Please resolve this as soon as possible.",Refund Requests,Medium,email,open,2025-12-13T07:14:31.802185+00:00
629,6556,Error while uploading file,I am getting an error while uploading a CSV file to the platform.,Technical Support,High,web_portal,resolved,2026-03-25T16:57:31.802185+00:00
630,6050,Dashboard page is loading slowly,The export feature is not working and the downloaded file is empty. This issue is blocking my team.,Technical Support,Medium,phone,resolved,2026-01-03T14:01:31.802185+00:00
631,8404,Invoice amount looks incorrect,"The transaction was deducted from my bank account, but the payment status still says pending.",Payment Issues,Medium,phone,open,2026-04-05T05:19:31.802185+00:00
632,2517,Error while uploading file,The dashboard takes a very long time to load and sometimes shows a server error.,Technical Support,Medium,web_portal,resolved,2026-05-26T11:07:31.802185+00:00
633,6084,Unable to complete payment,I cannot add a new payment method because the checkout page keeps rejecting my card. This is affecting my work.,Payment Issues,Medium,phone,open,2026-02-01T00:08:31.802185+00:00
634,9558,Bank transaction succeeded but order failed,My credit card was charged two times for the same subscription renewal. This is affecting my work.,Payment Issues,Medium,email,open,2026-02-07T04:47:31.802185+00:00
635,9529,Update account email address,The billing contact has changed and I need the account details updated.,Account Management,Low,phone,open,2026-05-24T14:29:31.802185+00:00
636,9720,Error while uploading file,The dashboard takes a very long time to load and sometimes shows a server error. Please resolve this as soon as possible.,Technical Support,Medium,phone,in_progress,2026-03-23T08:34:31.802185+00:00
637,9422,Cancel my subscription,My subscription renewal failed even though my payment method is active. This is affecting my work.,Subscription Issues,Low,email,open,2026-05-06T17:29:31.802185+00:00
638,5011,Error while uploading file,The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,Technical Support,Medium,chat,open,2025-12-06T08:20:31.802185+00:00
639,8712,Update billing contact,I need to invite a new teammate and assign account access permissions. This issue is blocking my team.,Account Management,Low,email,open,2026-05-02T17:01:31.802185+00:00
640,8304,Request refund for duplicate payment,"I was charged for an order that I cancelled, so I need a refund. I have already contacted support once.",Refund Requests,Medium,phone,in_progress,2025-12-05T21:40:31.802185+00:00
641,3159,Change company profile details,The billing contact has changed and I need the account details updated.,Account Management,High,email,resolved,2026-02-04T22:38:31.802185+00:00
642,4796,Request refund for duplicate payment,I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,Refund Requests,High,chat,open,2026-02-05T01:57:31.802185+00:00
643,6320,Error while uploading file,I am getting an error while uploading a CSV file to the platform. I have already contacted support once.,Technical Support,Medium,web_portal,in_progress,2025-12-16T06:44:31.802185+00:00
644,5624,Payment failed during checkout,"The transaction was deducted from my bank account, but the payment status still says pending.",Payment Issues,Medium,phone,resolved,2026-02-06T12:11:31.802185+00:00
645,2162,Dashboard page is loading slowly,The export feature is not working and the downloaded file is empty.,Technical Support,Medium,phone,resolved,2026-05-08T06:53:31.802185+00:00
646,3605,Cancel purchase and refund,"My refund request was approved last week, but the amount has not reached my bank account. I have already contacted support once.",Refund Requests,Medium,web_portal,in_progress,2026-04-02T23:18:31.802185+00:00
647,6606,Invoice amount looks incorrect,My credit card was charged two times for the same subscription renewal. This issue is blocking my team.,Payment Issues,Medium,chat,open,2026-02-12T22:39:31.802185+00:00
648,6330,Cancel my subscription,The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,Subscription Issues,Low,email,in_progress,2026-01-03T02:12:31.802185+00:00
649,7208,Account locked after many attempts,The two factor authentication code is not arriving on my phone.,Login Problems,Medium,phone,in_progress,2025-12-10T21:39:31.802185+00:00
650,1003,Cancel my subscription,I want to cancel my monthly subscription before the next billing cycle. This is affecting my work.,Subscription Issues,High,chat,resolved,2026-01-06T20:18:31.802185+00:00
651,4205,Two factor authentication problem,I can login on mobile but the web dashboard keeps showing an authentication error. Please resolve this as soon as possible.,Login Problems,Medium,chat,resolved,2026-01-08T02:45:31.802185+00:00
652,2462,Add another team member,The billing contact has changed and I need the account details updated. Please resolve this as soon as possible.,Account Management,High,email,resolved,2026-02-13T06:15:31.802185+00:00
653,1013,API integration is failing,The dashboard takes a very long time to load and sometimes shows a server error. Please resolve this as soon as possible.,Technical Support,Low,phone,open,2026-01-15T16:12:31.802185+00:00
654,6212,Update account email address,Please help me change the company name and profile information in my account. I have already contacted support once.,Account Management,Medium,web_portal,in_progress,2026-02-23T20:40:31.802185+00:00
655,4083,Cancel purchase and refund,"My refund request was approved last week, but the amount has not reached my bank account. This is affecting my work.",Refund Requests,High,web_portal,in_progress,2026-02-03T13:16:31.802185+00:00
656,1257,Refund needed for cancelled order,The service did not work as promised and I would like my money back. This is affecting my work.,Refund Requests,Medium,chat,resolved,2026-05-16T19:53:31.802185+00:00
657,7974,Cancel purchase and refund,Please refund the duplicate payment made from my card yesterday.,Refund Requests,Medium,chat,in_progress,2026-02-18T02:27:31.802185+00:00
658,7959,API integration is failing,The export feature is not working and the downloaded file is empty. I have already contacted support once.,Technical Support,Medium,email,resolved,2026-04-08T11:40:31.802185+00:00
659,7012,Refund needed for cancelled order,"My refund request was approved last week, but the amount has not reached my bank account. Please resolve this as soon as possible.",Refund Requests,Medium,email,open,2026-01-15T22:20:31.802185+00:00
660,3327,API integration is failing,I am getting an error while uploading a CSV file to the platform.,Technical Support,Medium,phone,in_progress,2025-12-10T15:17:31.802185+00:00
661,2279,Application keeps crashing,The export feature is not working and the downloaded file is empty. This issue is blocking my team.,Technical Support,Low,phone,resolved,2026-02-03T20:29:31.802185+00:00
662,6431,Invoice amount looks incorrect,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,Medium,web_portal,in_progress,2026-01-24T02:00:31.802185+00:00
663,5267,Add another team member,Please help me change the company name and profile information in my account.,Account Management,Medium,email,resolved,2026-01-03T07:38:31.802185+00:00
664,1447,Refund status not updated,Please refund the duplicate payment made from my card yesterday. This issue is blocking my team.,Refund Requests,Low,phone,in_progress,2026-03-21T20:42:31.802185+00:00
665,3171,Card was charged twice,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,High,phone,in_progress,2026-03-25T09:24:31.802185+00:00
666,8317,Update account email address,I want to update the email address linked to my customer account. This issue is blocking my team.,Account Management,Low,phone,open,2026-01-04T12:51:31.802185+00:00
667,2382,Change company profile details,My old phone number is still attached to the account and I want to remove it. This is affecting my work.,Account Management,Medium,chat,resolved,2026-05-27T06:18:31.802185+00:00
668,3740,Two factor authentication problem,The two factor authentication code is not arriving on my phone. I have already contacted support once.,Login Problems,Medium,chat,resolved,2026-02-11T20:15:31.802185+00:00
669,3745,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle. Please resolve this as soon as possible.,Subscription Issues,Medium,web_portal,in_progress,2026-05-06T16:13:31.802185+00:00
670,8775,Money back for failed service,I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,Refund Requests,Medium,phone,open,2025-12-12T04:42:31.802185+00:00
671,6172,API integration is failing,The application crashes every time I open the reports page. Please resolve this as soon as possible.,Technical Support,High,email,open,2026-02-10T04:58:31.802185+00:00
672,5429,Error while uploading file,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,High,phone,open,2026-03-27T06:34:31.802185+00:00
673,4193,Update billing contact,My old phone number is still attached to the account and I want to remove it. I have already contacted support once.,Account Management,Medium,phone,resolved,2026-04-03T19:04:31.802185+00:00
674,1195,Upgrade monthly plan,My subscription renewal failed even though my payment method is active. This issue is blocking my team.,Subscription Issues,Low,web_portal,open,2026-06-02T15:41:31.802185+00:00
675,4163,Application keeps crashing,Our API integration started failing with timeout errors after the latest update. Please resolve this as soon as possible.,Technical Support,Medium,email,open,2026-03-24T09:25:31.802185+00:00
676,2995,Application keeps crashing,The application crashes every time I open the reports page. This issue is blocking my team.,Technical Support,High,email,open,2026-04-09T21:33:31.802185+00:00
677,4018,Dashboard page is loading slowly,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,High,phone,in_progress,2026-04-18T14:13:31.802185+00:00
678,6298,Request refund for duplicate payment,I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,Refund Requests,High,phone,open,2025-12-08T19:13:31.802185+00:00
679,5336,Invoice amount looks incorrect,"I tried to pay for my order, but the payment failed even though my card details are correct. I have already contacted support once.",Payment Issues,Medium,chat,in_progress,2026-05-20T09:12:31.802185+00:00
680,2776,Unable to complete payment,My credit card was charged two times for the same subscription renewal. This issue is blocking my team.,Payment Issues,Medium,chat,resolved,2025-12-21T01:13:31.802185+00:00
681,1571,Refund needed for cancelled order,"My refund request was approved last week, but the amount has not reached my bank account.",Refund Requests,High,email,open,2026-03-30T14:29:31.802185+00:00
682,1014,Error while uploading file,Our API integration started failing with timeout errors after the latest update.,Technical Support,High,email,resolved,2026-04-26T19:43:31.802185+00:00
683,9444,Money back for failed service,Please refund the duplicate payment made from my card yesterday. Please resolve this as soon as possible.,Refund Requests,High,web_portal,in_progress,2026-01-08T17:53:31.802185+00:00
684,8898,Cancel purchase and refund,"I was charged for an order that I cancelled, so I need a refund. This issue is blocking my team.",Refund Requests,Medium,email,resolved,2026-02-25T18:29:31.802185+00:00
685,2485,Error while uploading file,I am getting an error while uploading a CSV file to the platform. Please resolve this as soon as possible.,Technical Support,Medium,phone,resolved,2025-12-24T19:55:31.802185+00:00
686,1644,Update account email address,My old phone number is still attached to the account and I want to remove it. Please resolve this as soon as possible.,Account Management,Medium,web_portal,resolved,2026-04-19T23:05:31.802185+00:00
687,2390,Account locked after many attempts,The two factor authentication code is not arriving on my phone.,Login Problems,Medium,web_portal,resolved,2026-03-05T01:24:31.802185+00:00
688,9015,Password reset link not working,I cannot login even after entering the correct email address and password. This is affecting my work.,Login Problems,Low,web_portal,open,2026-01-04T09:52:31.802185+00:00
689,1606,Error while uploading file,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,High,phone,open,2026-02-09T17:27:31.802185+00:00
690,9570,Update account email address,My old phone number is still attached to the account and I want to remove it.,Account Management,Low,web_portal,resolved,2025-12-18T19:14:31.802185+00:00
691,9010,Dashboard page is loading slowly,The export feature is not working and the downloaded file is empty. This is affecting my work.,Technical Support,High,email,in_progress,2026-05-26T13:11:31.802185+00:00
692,6035,Application keeps crashing,The dashboard takes a very long time to load and sometimes shows a server error. This is affecting my work.,Technical Support,Low,email,in_progress,2025-12-25T16:18:31.802185+00:00
693,9145,Dashboard page is loading slowly,The export feature is not working and the downloaded file is empty.,Technical Support,High,chat,open,2026-05-08T14:07:31.802185+00:00
694,9943,Two factor authentication problem,My account is locked because I entered the wrong password several times. I have already contacted support once.,Login Problems,Medium,chat,in_progress,2025-12-10T22:21:31.802185+00:00
695,3314,Cannot login to my account,I can login on mobile but the web dashboard keeps showing an authentication error. This is affecting my work.,Login Problems,Medium,web_portal,open,2026-05-05T08:40:31.802185+00:00
696,3185,Subscription renewal problem,The free trial expired earlier than expected and I cannot access premium features. This is affecting my work.,Subscription Issues,Medium,email,resolved,2026-01-07T16:37:31.802185+00:00
697,1118,API integration is failing,The dashboard takes a very long time to load and sometimes shows a server error.,Technical Support,High,chat,open,2026-05-15T17:47:31.802185+00:00
698,3079,Trial period expired early,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,chat,open,2026-02-02T18:23:31.802185+00:00
699,1616,Subscription renewal problem,The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,Subscription Issues,Medium,chat,resolved,2026-04-20T21:10:31.802185+00:00
700,4860,Refund status not updated,"I was charged for an order that I cancelled, so I need a refund. Please resolve this as soon as possible.",Refund Requests,Medium,chat,open,2026-06-02T22:58:31.802185+00:00
701,4592,Application keeps crashing,The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,Technical Support,High,web_portal,resolved,2026-01-17T00:41:31.802185+00:00
702,8772,Upgrade monthly plan,My subscription renewal failed even though my payment method is active.,Subscription Issues,Low,web_portal,open,2026-04-26T18:37:31.802185+00:00
703,6477,Cannot login to my account,I cannot login even after entering the correct email address and password. Please resolve this as soon as possible.,Login Problems,Medium,web_portal,open,2026-02-13T09:26:31.802185+00:00
704,9436,Payment failed during checkout,I cannot add a new payment method because the checkout page keeps rejecting my card. This is affecting my work.,Payment Issues,Medium,email,open,2026-05-28T01:27:31.802185+00:00
705,6336,Two factor authentication problem,I can login on mobile but the web dashboard keeps showing an authentication error. This issue is blocking my team.,Login Problems,Medium,chat,open,2026-04-14T18:54:31.803184+00:00
706,4615,Change company profile details,I want to update the email address linked to my customer account. This is affecting my work.,Account Management,Medium,email,in_progress,2026-04-14T05:11:31.803184+00:00
707,3917,API integration is failing,The application crashes every time I open the reports page. I have already contacted support once.,Technical Support,Low,web_portal,in_progress,2025-12-30T02:29:31.803184+00:00
708,3084,Two factor authentication problem,The password reset email link has expired and I cannot generate a new one. Please resolve this as soon as possible.,Login Problems,High,email,resolved,2026-04-14T06:33:31.803184+00:00
709,7852,Application keeps crashing,I am getting an error while uploading a CSV file to the platform. This is affecting my work.,Technical Support,Low,chat,in_progress,2026-02-05T02:21:31.803184+00:00
710,3784,Account locked after many attempts,I can login on mobile but the web dashboard keeps showing an authentication error. This is affecting my work.,Login Problems,High,chat,open,2025-12-22T21:08:31.803184+00:00
711,1237,Refund status not updated,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,Medium,web_portal,resolved,2026-02-06T08:29:31.803184+00:00
712,1083,Password reset link not working,My account is locked because I entered the wrong password several times. I have already contacted support once.,Login Problems,Medium,web_portal,open,2026-01-04T12:55:31.803184+00:00
713,2605,Unable to complete payment,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,Medium,web_portal,in_progress,2026-02-24T01:39:31.803184+00:00
714,3174,Cannot login to my account,I can login on mobile but the web dashboard keeps showing an authentication error.,Login Problems,High,phone,in_progress,2026-02-20T10:34:31.803184+00:00
715,8524,Cannot login to my account,I cannot login even after entering the correct email address and password. I have already contacted support once.,Login Problems,High,email,in_progress,2026-04-23T18:00:31.803184+00:00
716,8607,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,High,email,resolved,2026-03-01T20:37:31.803184+00:00
717,9887,Unable to complete payment,The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,Payment Issues,Low,chat,resolved,2026-02-15T08:48:31.803184+00:00
718,1844,Bank transaction succeeded but order failed,The invoice shows a higher amount than expected for my monthly plan.,Payment Issues,Medium,email,in_progress,2025-12-14T05:35:31.803184+00:00
719,2097,Remove old phone number,The billing contact has changed and I need the account details updated.,Account Management,Low,chat,open,2026-04-20T19:53:31.803184+00:00
720,4437,Change company profile details,The billing contact has changed and I need the account details updated.,Account Management,Medium,chat,in_progress,2026-01-06T18:01:31.803184+00:00
721,6656,Add another team member,The billing contact has changed and I need the account details updated. I have already contacted support once.,Account Management,Low,web_portal,in_progress,2026-05-19T05:17:31.803184+00:00
722,5788,Feature not working after update,The application crashes every time I open the reports page. I have already contacted support once.,Technical Support,High,web_portal,resolved,2025-12-12T23:49:31.803184+00:00
723,5724,Update account email address,Please help me change the company name and profile information in my account. I have already contacted support once.,Account Management,Low,email,open,2026-02-24T11:54:31.803184+00:00
724,1371,Account locked after many attempts,I cannot login even after entering the correct email address and password. This is affecting my work.,Login Problems,Medium,phone,in_progress,2026-04-13T00:14:31.803184+00:00
725,1351,Trial period expired early,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,Medium,phone,open,2026-02-10T20:00:31.803184+00:00
726,6616,Payment failed during checkout,My credit card was charged two times for the same subscription renewal. This issue is blocking my team.,Payment Issues,Medium,phone,in_progress,2026-02-18T22:15:31.803184+00:00
727,6021,Feature not working after update,The export feature is not working and the downloaded file is empty. I have already contacted support once.,Technical Support,Medium,chat,in_progress,2026-01-10T13:30:31.803184+00:00
728,6785,Two factor authentication problem,My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,Login Problems,High,phone,in_progress,2026-05-23T12:57:31.803184+00:00
729,3514,Unable to access dashboard,The password reset email link has expired and I cannot generate a new one. This issue is blocking my team.,Login Problems,Medium,chat,open,2026-04-20T18:22:31.803184+00:00
730,4022,Payment failed during checkout,The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,Payment Issues,Low,chat,resolved,2026-03-30T05:23:31.803184+00:00
731,3663,Cancel my subscription,My subscription renewal failed even though my payment method is active. Please resolve this as soon as possible.,Subscription Issues,Low,phone,open,2026-02-09T23:35:31.803184+00:00
732,1070,Unable to complete payment,"The transaction was deducted from my bank account, but the payment status still says pending. This is affecting my work.",Payment Issues,High,phone,resolved,2026-03-15T12:41:31.803184+00:00
733,3409,Subscription renewal problem,My plan seems to have changed without my confirmation. Please resolve this as soon as possible.,Subscription Issues,High,web_portal,in_progress,2026-01-08T19:15:31.803184+00:00
734,6047,Cancel my subscription,My plan seems to have changed without my confirmation.,Subscription Issues,Low,email,in_progress,2026-01-14T14:01:31.803184+00:00
735,4197,Dashboard page is loading slowly,Our API integration started failing with timeout errors after the latest update. Please resolve this as soon as possible.,Technical Support,Low,chat,in_progress,2026-05-20T21:15:31.803184+00:00
736,2431,Cannot login to my account,I cannot login even after entering the correct email address and password. This issue is blocking my team.,Login Problems,High,web_portal,open,2025-12-12T19:05:31.803184+00:00
737,6915,Money back for failed service,"My refund request was approved last week, but the amount has not reached my bank account. This issue is blocking my team.",Refund Requests,Medium,web_portal,open,2026-05-20T19:15:31.803184+00:00
738,6756,Plan changed without confirmation,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,phone,in_progress,2026-03-24T06:14:31.803184+00:00
739,5728,Application keeps crashing,The dashboard takes a very long time to load and sometimes shows a server error. I have already contacted support once.,Technical Support,High,chat,resolved,2026-02-18T02:54:31.803184+00:00
740,5968,Cancel purchase and refund,Please refund the duplicate payment made from my card yesterday. This issue is blocking my team.,Refund Requests,Medium,web_portal,resolved,2026-04-29T10:55:31.803184+00:00
741,5478,Update account email address,The billing contact has changed and I need the account details updated. I have already contacted support once.,Account Management,Low,web_portal,open,2026-02-19T20:12:31.803184+00:00
742,9037,API integration is failing,The export feature is not working and the downloaded file is empty. This is affecting my work.,Technical Support,Medium,email,in_progress,2026-02-27T08:08:31.803184+00:00
743,1040,Error while uploading file,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,High,chat,in_progress,2026-04-08T17:06:31.803184+00:00
744,5009,Remove old phone number,I want to update the email address linked to my customer account. Please resolve this as soon as possible.,Account Management,Low,email,open,2026-01-29T18:32:31.803184+00:00
745,8144,Remove old phone number,I want to update the email address linked to my customer account. This issue is blocking my team.,Account Management,Medium,phone,resolved,2026-01-07T01:36:31.803184+00:00
746,5252,Plan changed without confirmation,I want to cancel my monthly subscription before the next billing cycle. Please resolve this as soon as possible.,Subscription Issues,Medium,chat,resolved,2026-01-08T17:25:31.803184+00:00
747,3675,Card was charged twice,The invoice shows a higher amount than expected for my monthly plan. I have already contacted support once.,Payment Issues,High,email,in_progress,2026-05-01T05:49:31.803184+00:00
748,2258,Remove old phone number,I need to invite a new teammate and assign account access permissions.,Account Management,Low,chat,resolved,2026-01-19T20:12:31.803184+00:00
749,5932,Cannot login to my account,I can login on mobile but the web dashboard keeps showing an authentication error. This is affecting my work.,Login Problems,Medium,phone,resolved,2026-03-15T18:38:31.803184+00:00
750,3243,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle. This issue is blocking my team.,Subscription Issues,Medium,phone,in_progress,2026-04-29T17:34:31.803184+00:00
751,4622,Cancel purchase and refund,The service did not work as promised and I would like my money back. This is affecting my work.,Refund Requests,Medium,chat,resolved,2026-04-26T00:50:31.803184+00:00
752,8544,Feature not working after update,The export feature is not working and the downloaded file is empty. This issue is blocking my team.,Technical Support,High,email,open,2026-05-06T03:46:31.803184+00:00
753,8240,Cannot login to my account,The two factor authentication code is not arriving on my phone. Please resolve this as soon as possible.,Login Problems,Medium,phone,open,2026-03-04T13:16:31.803184+00:00
754,4712,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle.,Subscription Issues,Low,phone,open,2025-12-09T13:09:31.803184+00:00
755,1308,Password reset link not working,I cannot login even after entering the correct email address and password. I have already contacted support once.,Login Problems,High,web_portal,in_progress,2026-05-07T15:21:31.803184+00:00
756,1971,Card was charged twice,"I tried to pay for my order, but the payment failed even though my card details are correct.",Payment Issues,High,web_portal,open,2026-01-23T21:46:31.803184+00:00
