ticket_id,customer_id,subject,description,category,priority,channel,status,created_at,combined_text,clean_text
911,4878,Unable to complete payment,My credit card was charged two times for the same subscription renewal. Please resolve this as soon as possible.,Payment Issues,High,email,resolved,2026-03-11T00:16:31.803687+00:00,Unable to complete payment My credit card was charged two times for the same subscription renewal. Please resolve this as soon as possible.,unable complete payment credit card charge time subscription renewal resolve soon possible
912,1546,API integration is failing,The application crashes every time I open the reports page. I have already contacted support once.,Technical Support,Medium,web_portal,in_progress,2026-05-14T15:56:31.803687+00:00,API integration is failing The application crashes every time I open the reports page. I have already contacted support once.,api integration fail application crash time open report page contact
913,5939,Cancel my subscription,Please help me upgrade from the basic plan to the premium plan.,Subscription Issues,High,web_portal,open,2026-02-11T16:08:31.803687+00:00,Cancel my subscription Please help me upgrade from the basic plan to the premium plan.,cancel subscription help upgrade basic plan premium plan
914,2570,Payment failed during checkout,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,Medium,web_portal,open,2026-02-27T04:18:31.803687+00:00,Payment failed during checkout I cannot add a new payment method because the checkout page keeps rejecting my card.,payment fail checkout add new payment method checkout page keep reject card
915,2659,Feature not working after update,The application crashes every time I open the reports page. I have already contacted support once.,Technical Support,Medium,phone,resolved,2026-02-14T20:50:31.803687+00:00,Feature not working after update The application crashes every time I open the reports page. I have already contacted support once.,feature work update application crash time open report page contact
916,2682,Cancel my subscription,My plan seems to have changed without my confirmation. This issue is blocking my team.,Subscription Issues,Medium,email,resolved,2026-04-16T14:19:31.803687+00:00,Cancel my subscription My plan seems to have changed without my confirmation. This issue is blocking my team.,cancel subscription plan change confirmation issue block team
917,9337,Cancel my subscription,The free trial expired earlier than expected and I cannot access premium features. This is affecting my work.,Subscription Issues,High,phone,in_progress,2026-05-02T20:15:31.803687+00:00,Cancel my subscription The free trial expired earlier than expected and I cannot access premium features. This is affecting my work.,cancel subscription free trial expire earlier expect access premium feature affect work
918,1991,Cancel purchase and refund,"My refund request was approved last week, but the amount has not reached my bank account. I have already contacted support once.",Refund Requests,Medium,chat,in_progress,2026-04-30T16:30:31.803687+00:00,"Cancel purchase and refund My refund request was approved last week, but the amount has not reached my bank account. I have already contacted support once.",cancel purchase refund refund request approv week reach bank account contact
919,3415,API integration is failing,The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,Technical Support,Medium,web_portal,in_progress,2026-01-17T13:02:31.803687+00:00,API integration is failing The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,api integration fail export feature work download file resolve soon possible
920,3369,Error while uploading file,I am getting an error while uploading a CSV file to the platform. Please resolve this as soon as possible.,Technical Support,High,email,open,2026-01-22T21:59:31.803687+00:00,Error while uploading file I am getting an error while uploading a CSV file to the platform. Please resolve this as soon as possible.,error upload file gett error upload csv file platform resolve soon possible
921,4297,Feature not working after update,The application crashes every time I open the reports page. I have already contacted support once.,Technical Support,Medium,email,in_progress,2026-04-13T20:09:31.803687+00:00,Feature not working after update The application crashes every time I open the reports page. I have already contacted support once.,feature work update application crash time open report page contact
922,6499,Two factor authentication problem,The two factor authentication code is not arriving on my phone. This issue is blocking my team.,Login Problems,High,phone,in_progress,2026-01-06T22:41:31.803687+00:00,Two factor authentication problem The two factor authentication code is not arriving on my phone. This issue is blocking my team.,factor authentication problem factor authentication code arriv phone issue block team
923,4594,Change company profile details,I want to update the email address linked to my customer account. I have already contacted support once.,Account Management,Medium,email,resolved,2026-05-25T01:05:31.803687+00:00,Change company profile details I want to update the email address linked to my customer account. I have already contacted support once.,change company profile detail want update email address link account contact
924,7158,Password reset link not working,The two factor authentication code is not arriving on my phone. This issue is blocking my team.,Login Problems,Medium,chat,in_progress,2026-02-01T06:42:31.803687+00:00,Password reset link not working The two factor authentication code is not arriving on my phone. This issue is blocking my team.,password reset link work factor authentication code arriv phone issue block team
925,2887,Cannot login to my account,My account is locked because I entered the wrong password several times.,Login Problems,Low,chat,in_progress,2026-05-27T23:04:31.803687+00:00,Cannot login to my account My account is locked because I entered the wrong password several times.,login account account lock enter wrong password time
926,4241,Refund needed for cancelled order,"My refund request was approved last week, but the amount has not reached my bank account. Please resolve this as soon as possible.",Refund Requests,Low,phone,open,2026-05-28T11:13:31.803687+00:00,"Refund needed for cancelled order My refund request was approved last week, but the amount has not reached my bank account. Please resolve this as soon as possible.",refund need cancel order refund request approv week reach bank account resolve soon possible
927,4211,Account locked after many attempts,The password reset email link has expired and I cannot generate a new one. Please resolve this as soon as possible.,Login Problems,High,email,open,2026-04-03T11:55:31.803687+00:00,Account locked after many attempts The password reset email link has expired and I cannot generate a new one. Please resolve this as soon as possible.,account lock attempt password reset email link expire generate new resolve soon possible
928,4444,Update account email address,I want to update the email address linked to my customer account. This is affecting my work.,Account Management,Low,phone,in_progress,2026-05-07T06:27:31.803687+00:00,Update account email address I want to update the email address linked to my customer account. This is affecting my work.,update account email address want update email address link account affect work
929,2071,Account locked after many attempts,My account is locked because I entered the wrong password several times. This is affecting my work.,Login Problems,High,email,open,2025-12-27T03:12:31.803687+00:00,Account locked after many attempts My account is locked because I entered the wrong password several times. This is affecting my work.,account lock attempt account lock enter wrong password time affect work
930,8037,Password reset link not working,The password reset email link has expired and I cannot generate a new one. This issue is blocking my team.,Login Problems,Medium,chat,open,2026-03-01T07:09:31.804691+00:00,Password reset link not working The password reset email link has expired and I cannot generate a new one. This issue is blocking my team.,password reset link work password reset email link expire generate new issue block team
931,5049,Feature not working after update,The dashboard takes a very long time to load and sometimes shows a server error. This issue is blocking my team.,Technical Support,Medium,email,resolved,2026-04-27T06:49:31.804691+00:00,Feature not working after update The dashboard takes a very long time to load and sometimes shows a server error. This issue is blocking my team.,feature work update dashboard take long time load show server error issue block team
932,8711,Change company profile details,The billing contact has changed and I need the account details updated. This issue is blocking my team.,Account Management,Medium,email,open,2026-04-12T15:14:31.804691+00:00,Change company profile details The billing contact has changed and I need the account details updated. This issue is blocking my team.,change company profile detail bill contact change need account detail updat issue block team
933,6272,API integration is failing,The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,Technical Support,Medium,phone,resolved,2026-02-06T11:54:31.804691+00:00,API integration is failing The export feature is not working and the downloaded file is empty. Please resolve this as soon as possible.,api integration fail export feature work download file resolve soon possible
934,1599,Plan changed without confirmation,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Medium,chat,open,2026-02-21T20:14:31.804691+00:00,Plan changed without confirmation My plan seems to have changed without my confirmation. I have already contacted support once.,plan change confirmation plan change confirmation contact
935,3575,Two factor authentication problem,The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,Login Problems,Medium,phone,in_progress,2026-02-16T05:08:31.804691+00:00,Two factor authentication problem The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,factor authentication problem password reset email link expire generate new contact
936,4771,Application keeps crashing,The dashboard takes a very long time to load and sometimes shows a server error.,Technical Support,Medium,email,in_progress,2026-01-23T06:00:31.804691+00:00,Application keeps crashing The dashboard takes a very long time to load and sometimes shows a server error.,application keep crash dashboard take long time load show server error
937,7021,Feature not working after update,I am getting an error while uploading a CSV file to the platform. I have already contacted support once.,Technical Support,Medium,web_portal,in_progress,2026-02-14T04:03:31.804691+00:00,Feature not working after update I am getting an error while uploading a CSV file to the platform. I have already contacted support once.,feature work update gett error upload csv file platform contact
938,2243,Remove old phone number,I want to update the email address linked to my customer account. This is affecting my work.,Account Management,Low,phone,open,2026-03-28T19:59:31.804691+00:00,Remove old phone number I want to update the email address linked to my customer account. This is affecting my work.,remove old phone number want update email address link account affect work
939,2612,Update billing contact,The billing contact has changed and I need the account details updated. This issue is blocking my team.,Account Management,Medium,email,open,2026-03-26T10:14:31.804691+00:00,Update billing contact The billing contact has changed and I need the account details updated. This issue is blocking my team.,update bill contact bill contact change need account detail updat issue block team
940,5096,Update account email address,The billing contact has changed and I need the account details updated. This is affecting my work.,Account Management,Low,phone,resolved,2025-12-14T06:46:31.804691+00:00,Update account email address The billing contact has changed and I need the account details updated. This is affecting my work.,update account email address bill contact change need account detail updat affect work
941,1139,Subscription renewal problem,Please help me upgrade from the basic plan to the premium plan. This issue is blocking my team.,Subscription Issues,High,phone,in_progress,2026-01-16T09:06:31.804691+00:00,Subscription renewal problem Please help me upgrade from the basic plan to the premium plan. This issue is blocking my team.,subscription renewal problem help upgrade basic plan premium plan issue block team
942,9399,Remove old phone number,My old phone number is still attached to the account and I want to remove it. This issue is blocking my team.,Account Management,Medium,chat,in_progress,2026-06-01T01:54:31.804691+00:00,Remove old phone number My old phone number is still attached to the account and I want to remove it. This issue is blocking my team.,remove old phone number old phone number attach account want remove issue block team
943,8679,Password reset link not working,The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,Login Problems,Medium,web_portal,in_progress,2026-01-04T23:09:31.804691+00:00,Password reset link not working The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,password reset link work password reset email link expire generate new contact
944,4433,Invoice amount looks incorrect,My credit card was charged two times for the same subscription renewal. I have already contacted support once.,Payment Issues,High,web_portal,in_progress,2025-12-08T03:45:31.804691+00:00,Invoice amount looks incorrect My credit card was charged two times for the same subscription renewal. I have already contacted support once.,invoice look incorrect credit card charge time subscription renewal contact
945,1158,Application keeps crashing,I am getting an error while uploading a CSV file to the platform. This is affecting my work.,Technical Support,Medium,web_portal,resolved,2026-05-03T07:35:31.804691+00:00,Application keeps crashing I am getting an error while uploading a CSV file to the platform. This is affecting my work.,application keep crash gett error upload csv file platform affect work
946,9808,Add another team member,Please help me change the company name and profile information in my account. I have already contacted support once.,Account Management,Low,phone,in_progress,2026-02-20T18:26:31.804691+00:00,Add another team member Please help me change the company name and profile information in my account. I have already contacted support once.,add team member help change company profile information account contact
947,7404,Application keeps crashing,The export feature is not working and the downloaded file is empty.,Technical Support,High,web_portal,open,2026-04-26T06:44:31.804691+00:00,Application keeps crashing The export feature is not working and the downloaded file is empty.,application keep crash export feature work download file
948,8397,Request refund for duplicate payment,"My refund request was approved last week, but the amount has not reached my bank account. I have already contacted support once.",Refund Requests,Medium,phone,open,2026-05-08T06:47:31.804691+00:00,"Request refund for duplicate payment My refund request was approved last week, but the amount has not reached my bank account. I have already contacted support once.",request refund duplicate payment refund request approv week reach bank account contact
949,9005,Cannot login to my account,I can login on mobile but the web dashboard keeps showing an authentication error. This is affecting my work.,Login Problems,Low,email,open,2025-12-09T21:25:31.804691+00:00,Cannot login to my account I can login on mobile but the web dashboard keeps showing an authentication error. This is affecting my work.,login account login mobile web dashboard keep show authentication error affect work
950,9591,Cannot login to my account,The two factor authentication code is not arriving on my phone. Please resolve this as soon as possible.,Login Problems,Medium,email,in_progress,2026-03-21T19:30:31.804691+00:00,Cannot login to my account The two factor authentication code is not arriving on my phone. Please resolve this as soon as possible.,login account factor authentication code arriv phone resolve soon possible
951,3572,Invoice amount looks incorrect,I cannot add a new payment method because the checkout page keeps rejecting my card.,Payment Issues,Medium,email,open,2026-02-19T04:40:31.804691+00:00,Invoice amount looks incorrect I cannot add a new payment method because the checkout page keeps rejecting my card.,invoice look incorrect add new payment method checkout page keep reject card
952,4369,API integration is failing,Our API integration started failing with timeout errors after the latest update.,Technical Support,Medium,phone,in_progress,2026-04-13T13:34:31.804691+00:00,API integration is failing Our API integration started failing with timeout errors after the latest update.,api integration fail api integration start fail timeout error latest update
953,4325,Plan changed without confirmation,Please help me upgrade from the basic plan to the premium plan. This issue is blocking my team.,Subscription Issues,Medium,web_portal,in_progress,2026-03-16T21:57:31.804691+00:00,Plan changed without confirmation Please help me upgrade from the basic plan to the premium plan. This issue is blocking my team.,plan change confirmation help upgrade basic plan premium plan issue block team
954,5044,Cannot login to my account,The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,Login Problems,Low,phone,resolved,2026-02-21T21:22:31.804691+00:00,Cannot login to my account The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,login account password reset email link expire generate new contact
955,8476,Cancel purchase and refund,I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,Refund Requests,Low,phone,resolved,2026-05-12T08:11:31.804691+00:00,Cancel purchase and refund I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,cancel purchase refund cancel subscription trial period charge issue block team
956,5081,Subscription renewal problem,My plan seems to have changed without my confirmation. This issue is blocking my team.,Subscription Issues,High,chat,resolved,2026-04-21T03:50:31.804691+00:00,Subscription renewal problem My plan seems to have changed without my confirmation. This issue is blocking my team.,subscription renewal problem plan change confirmation issue block team
957,2565,Plan changed without confirmation,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,High,web_portal,resolved,2026-04-18T18:10:31.804691+00:00,Plan changed without confirmation My plan seems to have changed without my confirmation. I have already contacted support once.,plan change confirmation plan change confirmation contact
958,2093,Card was charged twice,My credit card was charged two times for the same subscription renewal. Please resolve this as soon as possible.,Payment Issues,High,chat,in_progress,2026-01-18T08:03:31.804691+00:00,Card was charged twice My credit card was charged two times for the same subscription renewal. Please resolve this as soon as possible.,card charge twice credit card charge time subscription renewal resolve soon possible
959,6341,Refund status not updated,"I was charged for an order that I cancelled, so I need a refund. Please resolve this as soon as possible.",Refund Requests,Low,web_portal,in_progress,2026-05-09T00:47:31.804691+00:00,"Refund status not updated I was charged for an order that I cancelled, so I need a refund. Please resolve this as soon as possible.",refund statu updat charge order cancel need refund resolve soon possible
960,8567,Account locked after many attempts,The password reset email link has expired and I cannot generate a new one. This issue is blocking my team.,Login Problems,Low,web_portal,in_progress,2026-05-29T15:31:31.804691+00:00,Account locked after many attempts The password reset email link has expired and I cannot generate a new one. This issue is blocking my team.,account lock attempt password reset email link expire generate new issue block team
961,3236,Plan changed without confirmation,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,Low,phone,resolved,2026-04-01T14:06:31.804691+00:00,Plan changed without confirmation Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,plan change confirmation help upgrade basic plan premium plan contact
962,4969,Plan changed without confirmation,My plan seems to have changed without my confirmation. I have already contacted support once.,Subscription Issues,Low,web_portal,open,2026-01-14T19:35:31.804691+00:00,Plan changed without confirmation My plan seems to have changed without my confirmation. I have already contacted support once.,plan change confirmation plan change confirmation contact
963,3903,Money back for failed service,Please refund the duplicate payment made from my card yesterday. This is affecting my work.,Refund Requests,High,phone,open,2025-12-31T14:35:31.804691+00:00,Money back for failed service Please refund the duplicate payment made from my card yesterday. This is affecting my work.,money fail service refund duplicate payment card yesterday affect work
964,5476,API integration is failing,The dashboard takes a very long time to load and sometimes shows a server error.,Technical Support,High,chat,in_progress,2026-06-01T18:53:31.804691+00:00,API integration is failing The dashboard takes a very long time to load and sometimes shows a server error.,api integration fail dashboard take long time load show server error
965,8242,Change company profile details,Please help me change the company name and profile information in my account.,Account Management,Medium,email,resolved,2026-01-19T10:38:31.804691+00:00,Change company profile details Please help me change the company name and profile information in my account.,change company profile detail help change company profile information account
966,1797,Application keeps crashing,Our API integration started failing with timeout errors after the latest update. Please resolve this as soon as possible.,Technical Support,Medium,web_portal,open,2026-01-02T17:51:31.804691+00:00,Application keeps crashing Our API integration started failing with timeout errors after the latest update. Please resolve this as soon as possible.,application keep crash api integration start fail timeout error latest update resolve soon possible
967,1238,Account locked after many attempts,The password reset email link has expired and I cannot generate a new one. This is affecting my work.,Login Problems,Low,phone,open,2026-02-17T17:03:31.804691+00:00,Account locked after many attempts The password reset email link has expired and I cannot generate a new one. This is affecting my work.,account lock attempt password reset email link expire generate new affect work
968,3736,Cancel my subscription,Please help me upgrade from the basic plan to the premium plan.,Subscription Issues,Medium,email,in_progress,2025-12-16T12:17:31.804691+00:00,Cancel my subscription Please help me upgrade from the basic plan to the premium plan.,cancel subscription help upgrade basic plan premium plan
969,4393,Application keeps crashing,I am getting an error while uploading a CSV file to the platform. Please resolve this as soon as possible.,Technical Support,Medium,web_portal,in_progress,2026-04-16T20:41:31.804691+00:00,Application keeps crashing I am getting an error while uploading a CSV file to the platform. Please resolve this as soon as possible.,application keep crash gett error upload csv file platform resolve soon possible
970,7588,Card was charged twice,My credit card was charged two times for the same subscription renewal.,Payment Issues,Medium,phone,open,2026-04-21T17:30:31.804691+00:00,Card was charged twice My credit card was charged two times for the same subscription renewal.,card charge twice credit card charge time subscription renewal
971,7045,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,Low,email,open,2026-03-24T19:49:31.804691+00:00,Refund needed for cancelled order I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,refund need cancel order cancel subscription trial period charge affect work
972,3809,Two factor authentication problem,My account is locked because I entered the wrong password several times. This issue is blocking my team.,Login Problems,Medium,phone,open,2026-05-08T23:42:31.804691+00:00,Two factor authentication problem My account is locked because I entered the wrong password several times. This issue is blocking my team.,factor authentication problem account lock enter wrong password time issue block team
973,6209,Error while uploading file,Our API integration started failing with timeout errors after the latest update. This is affecting my work.,Technical Support,Medium,web_portal,open,2025-12-23T18:32:31.804691+00:00,Error while uploading file Our API integration started failing with timeout errors after the latest update. This is affecting my work.,error upload file api integration start fail timeout error latest update affect work
974,4808,Update account email address,The billing contact has changed and I need the account details updated. This issue is blocking my team.,Account Management,Low,email,open,2026-01-24T20:09:31.804691+00:00,Update account email address The billing contact has changed and I need the account details updated. This issue is blocking my team.,update account email address bill contact change need account detail updat issue block team
975,2300,Bank transaction succeeded but order failed,"I tried to pay for my order, but the payment failed even though my card details are correct. Please resolve this as soon as possible.",Payment Issues,Medium,email,open,2026-02-15T09:42:31.804691+00:00,"Bank transaction succeeded but order failed I tried to pay for my order, but the payment failed even though my card details are correct. Please resolve this as soon as possible.",bank transaction succeed order fail tri pay order payment fail card detail correct resolve soon possible
976,1621,Remove old phone number,I need to invite a new teammate and assign account access permissions. This is affecting my work.,Account Management,Low,chat,resolved,2026-04-12T20:06:31.804691+00:00,Remove old phone number I need to invite a new teammate and assign account access permissions. This is affecting my work.,remove old phone number need invite new teammate assign account access permission affect work
977,9533,API integration is failing,I am getting an error while uploading a CSV file to the platform. This is affecting my work.,Technical Support,Medium,web_portal,resolved,2025-12-22T16:39:31.804691+00:00,API integration is failing I am getting an error while uploading a CSV file to the platform. This is affecting my work.,api integration fail gett error upload csv file platform affect work
978,1885,Update account email address,Please help me change the company name and profile information in my account. Please resolve this as soon as possible.,Account Management,Low,chat,resolved,2026-04-12T23:36:31.804691+00:00,Update account email address Please help me change the company name and profile information in my account. Please resolve this as soon as possible.,update account email address help change company profile information account resolve soon possible
979,1099,Upgrade monthly plan,The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,Subscription Issues,Medium,email,in_progress,2026-04-19T02:55:31.804691+00:00,Upgrade monthly plan The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,upgrade monthly plan free trial expire earlier expect access premium feature contact
980,3845,Card was charged twice,"I tried to pay for my order, but the payment failed even though my card details are correct. This is affecting my work.",Payment Issues,High,chat,open,2026-05-03T14:53:31.804691+00:00,"Card was charged twice I tried to pay for my order, but the payment failed even though my card details are correct. This is affecting my work.",card charge twice tri pay order payment fail card detail correct affect work
981,7947,Application keeps crashing,Our API integration started failing with timeout errors after the latest update. I have already contacted support once.,Technical Support,Medium,chat,resolved,2026-04-15T09:39:31.804691+00:00,Application keeps crashing Our API integration started failing with timeout errors after the latest update. I have already contacted support once.,application keep crash api integration start fail timeout error latest update contact
982,5454,Account locked after many attempts,My account is locked because I entered the wrong password several times. This issue is blocking my team.,Login Problems,Medium,web_portal,open,2025-12-24T11:08:31.804691+00:00,Account locked after many attempts My account is locked because I entered the wrong password several times. This issue is blocking my team.,account lock attempt account lock enter wrong password time issue block team
983,8101,Remove old phone number,My old phone number is still attached to the account and I want to remove it. This is affecting my work.,Account Management,Low,chat,in_progress,2026-02-16T00:46:31.804691+00:00,Remove old phone number My old phone number is still attached to the account and I want to remove it. This is affecting my work.,remove old phone number old phone number attach account want remove affect work
984,9801,Unable to complete payment,"The transaction was deducted from my bank account, but the payment status still says pending.",Payment Issues,High,chat,resolved,2026-03-19T21:42:31.804691+00:00,"Unable to complete payment The transaction was deducted from my bank account, but the payment status still says pending.",unable complete payment transaction deduct bank account payment statu says pend
985,7146,Upgrade monthly plan,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,web_portal,open,2026-02-08T08:20:31.804691+00:00,Upgrade monthly plan My subscription renewal failed even though my payment method is active. I have already contacted support once.,upgrade monthly plan subscription renewal fail payment method active contact
986,1210,Change company profile details,My old phone number is still attached to the account and I want to remove it. This is affecting my work.,Account Management,Low,phone,in_progress,2026-04-17T17:52:31.804691+00:00,Change company profile details My old phone number is still attached to the account and I want to remove it. This is affecting my work.,change company profile detail old phone number attach account want remove affect work
987,2167,Cancel purchase and refund,I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,Refund Requests,Medium,web_portal,open,2026-03-17T20:08:31.804691+00:00,Cancel purchase and refund I cancelled the subscription within the trial period but have still been charged. Please resolve this as soon as possible.,cancel purchase refund cancel subscription trial period charge resolve soon possible
988,6711,Unable to complete payment,I cannot add a new payment method because the checkout page keeps rejecting my card. This is affecting my work.,Payment Issues,Medium,web_portal,resolved,2026-02-13T09:18:31.804691+00:00,Unable to complete payment I cannot add a new payment method because the checkout page keeps rejecting my card. This is affecting my work.,unable complete payment add new payment method checkout page keep reject card affect work
989,8827,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,Subscription Issues,High,email,in_progress,2026-04-02T09:44:31.804691+00:00,Subscription renewal problem I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,subscription renewal problem want cancel monthly subscription bill cycle contact
990,5166,Cancel my subscription,Please help me upgrade from the basic plan to the premium plan. Please resolve this as soon as possible.,Subscription Issues,Medium,chat,resolved,2025-12-12T12:59:31.804691+00:00,Cancel my subscription Please help me upgrade from the basic plan to the premium plan. Please resolve this as soon as possible.,cancel subscription help upgrade basic plan premium plan resolve soon possible
991,7515,Dashboard page is loading slowly,The application crashes every time I open the reports page.,Technical Support,High,email,resolved,2025-12-22T04:53:31.804691+00:00,Dashboard page is loading slowly The application crashes every time I open the reports page.,dashboard page load slowly application crash time open report page
992,9735,Two factor authentication problem,The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,Login Problems,Medium,web_portal,resolved,2026-03-19T00:55:31.804691+00:00,Two factor authentication problem The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,factor authentication problem password reset email link expire generate new contact
993,5407,Remove old phone number,I want to update the email address linked to my customer account.,Account Management,Medium,chat,resolved,2026-03-08T13:08:31.804691+00:00,Remove old phone number I want to update the email address linked to my customer account.,remove old phone number want update email address link account
994,2144,Money back for failed service,"I was charged for an order that I cancelled, so I need a refund. This is affecting my work.",Refund Requests,High,web_portal,resolved,2026-06-04T14:42:31.804691+00:00,"Money back for failed service I was charged for an order that I cancelled, so I need a refund. This is affecting my work.",money fail service charge order cancel need refund affect work
995,4244,Money back for failed service,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,Medium,web_portal,open,2026-04-18T13:25:31.804691+00:00,Money back for failed service I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,money fail service cancel subscription trial period charge affect work
996,1966,Application keeps crashing,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,High,chat,open,2026-04-18T11:09:31.804691+00:00,Application keeps crashing Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,application keep crash api integration start fail timeout error latest update issue block team
997,2307,Remove old phone number,My old phone number is still attached to the account and I want to remove it. This issue is blocking my team.,Account Management,Low,phone,open,2025-12-24T12:20:31.804691+00:00,Remove old phone number My old phone number is still attached to the account and I want to remove it. This issue is blocking my team.,remove old phone number old phone number attach account want remove issue block team
998,8829,Request refund for duplicate payment,The service did not work as promised and I would like my money back.,Refund Requests,Medium,web_portal,resolved,2026-01-06T10:00:31.804691+00:00,Request refund for duplicate payment The service did not work as promised and I would like my money back.,request refund duplicate payment service did work promis like money
999,1685,Payment failed during checkout,"I tried to pay for my order, but the payment failed even though my card details are correct. Please resolve this as soon as possible.",Payment Issues,High,email,open,2026-06-02T19:18:31.804691+00:00,"Payment failed during checkout I tried to pay for my order, but the payment failed even though my card details are correct. Please resolve this as soon as possible.",payment fail checkout tri pay order payment fail card detail correct resolve soon possible
1000,8753,Application keeps crashing,Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,Technical Support,Medium,phone,resolved,2026-03-28T01:25:31.804691+00:00,Application keeps crashing Our API integration started failing with timeout errors after the latest update. This issue is blocking my team.,application keep crash api integration start fail timeout error latest update issue block team
1001,7528,Money back for failed service,The service did not work as promised and I would like my money back. Please resolve this as soon as possible.,Refund Requests,High,web_portal,resolved,2026-04-04T05:41:31.804691+00:00,Money back for failed service The service did not work as promised and I would like my money back. Please resolve this as soon as possible.,money fail service service did work promis like money resolve soon possible
1002,3275,Invoice amount looks incorrect,The invoice shows a higher amount than expected for my monthly plan.,Payment Issues,Low,email,resolved,2025-12-08T04:18:31.804691+00:00,Invoice amount looks incorrect The invoice shows a higher amount than expected for my monthly plan.,invoice look incorrect invoice show higher expect monthly plan
1003,8785,Bank transaction succeeded but order failed,The invoice shows a higher amount than expected for my monthly plan. This is affecting my work.,Payment Issues,Medium,web_portal,resolved,2025-12-27T18:35:31.804691+00:00,Bank transaction succeeded but order failed The invoice shows a higher amount than expected for my monthly plan. This is affecting my work.,bank transaction succeed order fail invoice show higher expect monthly plan affect work
1004,8279,Cannot login to my account,My account is locked because I entered the wrong password several times.,Login Problems,Medium,chat,resolved,2026-05-24T06:54:31.804691+00:00,Cannot login to my account My account is locked because I entered the wrong password several times.,login account account lock enter wrong password time
1005,2645,Cancel purchase and refund,"My refund request was approved last week, but the amount has not reached my bank account.",Refund Requests,Medium,web_portal,in_progress,2026-02-02T19:32:31.804691+00:00,"Cancel purchase and refund My refund request was approved last week, but the amount has not reached my bank account.",cancel purchase refund refund request approv week reach bank account
1006,3094,Dashboard page is loading slowly,The dashboard takes a very long time to load and sometimes shows a server error. This issue is blocking my team.,Technical Support,High,web_portal,open,2026-01-26T16:55:31.804691+00:00,Dashboard page is loading slowly The dashboard takes a very long time to load and sometimes shows a server error. This issue is blocking my team.,dashboard page load slowly dashboard take long time load show server error issue block team
1007,9858,Update billing contact,My old phone number is still attached to the account and I want to remove it. This is affecting my work.,Account Management,Medium,chat,open,2026-05-06T01:33:31.804691+00:00,Update billing contact My old phone number is still attached to the account and I want to remove it. This is affecting my work.,update bill contact old phone number attach account want remove affect work
1008,6349,Password reset link not working,I cannot login even after entering the correct email address and password.,Login Problems,Medium,web_portal,in_progress,2026-05-28T12:32:31.804691+00:00,Password reset link not working I cannot login even after entering the correct email address and password.,password reset link work login enter correct email address password
1009,9060,Account locked after many attempts,The two factor authentication code is not arriving on my phone.,Login Problems,High,email,resolved,2026-01-18T20:23:31.804691+00:00,Account locked after many attempts The two factor authentication code is not arriving on my phone.,account lock attempt factor authentication code arriv phone
1010,7252,Change company profile details,The billing contact has changed and I need the account details updated. This issue is blocking my team.,Account Management,Low,web_portal,open,2026-03-09T05:08:31.804691+00:00,Change company profile details The billing contact has changed and I need the account details updated. This issue is blocking my team.,change company profile detail bill contact change need account detail updat issue block team
1011,4082,Account locked after many attempts,I cannot login even after entering the correct email address and password. Please resolve this as soon as possible.,Login Problems,Low,email,resolved,2026-05-13T06:24:31.804691+00:00,Account locked after many attempts I cannot login even after entering the correct email address and password. Please resolve this as soon as possible.,account lock attempt login enter correct email address password resolve soon possible
1012,2013,Change company profile details,I need to invite a new teammate and assign account access permissions. I have already contacted support once.,Account Management,Medium,chat,in_progress,2026-06-04T07:24:31.804691+00:00,Change company profile details I need to invite a new teammate and assign account access permissions. I have already contacted support once.,change company profile detail need invite new teammate assign account access permission contact
